mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.5019896984100342,0.038657088220364594,0.10335240364074708,0.01736281701790111,balanced,gini,,1,100,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 100}",0.2996389891696751,0.29843561973525873,0.2710843373493976,0.3060240963855422,0.26987951807228916,0.2890125121424325,0.015353187829728807,20
1.1952195644378663,0.12149110271578473,0.13264780044555663,0.016119403605765397,balanced,gini,,1,200,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 200}",0.27918170878459686,0.29843561973525873,0.27228915662650605,0.2987951807228916,0.26867469879518074,0.28347527293288677,0.012815088271741092,48
1.8477207660675048,0.10867107895405825,0.20450749397277831,0.047971880290799795,balanced,gini,,1,300,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 300}",0.27918170878459686,0.2996389891696751,0.2710843373493976,0.30120481927710846,0.26867469879518074,0.2839569106751917,0.013895824078597477,46
0.7299406051635742,0.09195819608756706,0.10658140182495117,0.04218461933650335,balanced,gini,,2,100,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 2, 'n_estimators': 100}",0.2996389891696751,0.296028880866426,0.26626506024096386,0.3060240963855422,0.26626506024096386,0.2868444173807142,0.017105177017980682,40
1.436022663116455,0.44370627493218706,0.17863850593566893,0.029920216128088793,balanced,gini,,2,200,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 2, 'n_estimators': 200}",0.3020457280385078,0.2972322503008424,0.26987951807228916,0.3060240963855422,0.2674698795180723,0.2885302944630508,0.016467037520280906,27
2.2283039569854735,0.19770554728622927,0.24827065467834472,0.0897495563423342,balanced,gini,,2,300,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 2, 'n_estimators': 300}",0.2996389891696751,0.2972322503008424,0.26987951807228916,0.3060240963855422,0.27349397590361446,0.2892537659663927,0.014673005962716182,13
0.7751176357269287,0.25678022760486935,0.08674702644348145,0.02146208013059548,balanced,gini,,4,100,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 4, 'n_estimators': 100}",0.3020457280385078,0.29843561973525873,0.2674698795180723,0.3024096385542169,0.2746987951807229,0.28901193220535576,0.014880256592945356,22
1.2033735275268556,0.09658405829529977,0.17867937088012695,0.0599123387251171,balanced,gini,,4,200,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 4, 'n_estimators': 200}",0.30445246690734057,0.29843561973525873,0.26867469879518074,0.3036144578313253,0.27710843373493976,0.29045713540080903,0.014732976823683231,5
1.7775543689727784,0.12285589430919515,0.1947464942932129,0.021867797515566563,balanced,gini,,4,300,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 4, 'n_estimators': 300}",0.30445246690734057,0.29843561973525873,0.26987951807228916,0.30481927710843376,0.27710843373493976,0.29093906311165235,0.01460316082342214,1
0.6586322784423828,0.07252349885832983,0.09039778709411621,0.011614776478265433,balanced,gini,15,1,100,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 1, 'n_estimators': 100}",0.2996389891696751,0.29843561973525873,0.2710843373493976,0.3024096385542169,0.26506024096385544,0.2873257651544808,0.015887763441244387,36
1.249906873703003,0.0605267802776074,0.16456613540649415,0.019377878880653503,balanced,gini,15,1,200,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 1, 'n_estimators': 200}",0.27918170878459686,0.29843561973525873,0.27228915662650605,0.3024096385542169,0.26385542168674697,0.2832343090774651,0.014903250075519504,54
1.9678845405578613,0.102996904330533,0.17976908683776854,0.015561362224826633,balanced,gini,15,1,300,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 1, 'n_estimators': 300}",0.27918170878459686,0.29843561973525873,0.2710843373493976,0.30481927710843376,0.26385542168674697,0.28347527293288677,0.015724420697394995,48
0.6758360385894775,0.03497826123014115,0.09743099212646485,0.015663903918402642,balanced,gini,15,2,100,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 2, 'n_estimators': 100}",0.29843561973525873,0.29482551143200963,0.26626506024096386,0.30481927710843376,0.26626506024096386,0.28612210575152597,0.01652610436027378,42
1.132457160949707,0.10539548609339518,0.1410999298095703,0.02450412565566895,balanced,gini,15,2,200,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 2, 'n_estimators': 200}",0.3020457280385078,0.296028880866426,0.26867469879518074,0.30481927710843376,0.2674698795180723,0.2878076928653241,0.016367050375913742,35
1.8234782695770264,0.18704876365375422,0.18686885833740235,0.015693464552597576,balanced,gini,15,2,300,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 2, 'n_estimators': 300}",0.3020457280385078,0.2972322503008424,0.26987951807228916,0.3060240963855422,0.2710843373493976,0.2892531860293158,0.015582195636979808,17
0.651653242111206,0.04909236470771935,0.09483752250671387,0.01149167630402095,balanced,gini,15,4,100,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 4, 'n_estimators': 100}",0.3020457280385078,0.29843561973525873,0.26867469879518074,0.3024096385542169,0.2710843373493976,0.2885300044945124,0.015310288726204855,29
1.2128233432769775,0.05535090377889912,0.17864794731140138,0.08070399623195967,balanced,gini,15,4,200,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 4, 'n_estimators': 200}",0.30445246690734057,0.29843561973525873,0.26987951807228916,0.3036144578313253,0.27710843373493976,0.2906980992562307,0.014380379014327985,4
1.920743989944458,0.09114930153344125,0.2082231044769287,0.03274050629591731,balanced,gini,15,4,300,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 4, 'n_estimators': 300}",0.30445246690734057,0.29843561973525873,0.26987951807228916,0.30481927710843376,0.27710843373493976,0.29093906311165235,0.01460316082342214,1
0.7271615982055664,0.08892674650901888,0.11039838790893555,0.02079538273826012,balanced,gini,25,1,100,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 25, 'min_samples_leaf': 1, 'n_estimators': 100}",0.2996389891696751,0.29843561973525873,0.2710843373493976,0.3060240963855422,0.26987951807228916,0.2890125121424325,0.015353187829728807,20
1.3311471939086914,0.0799123239805666,0.14918031692504882,0.020788609239949286,balanced,gini,25,1,200,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 25, 'min_samples_leaf': 1, 'n_estimators': 200}",0.27918170878459686,0.29843561973525873,0.27228915662650605,0.2987951807228916,0.26867469879518074,0.28347527293288677,0.012815088271741092,48
1.9759464263916016,0.14996176578599957,0.23026657104492188,0.05376635475545955,balanced,gini,25,1,300,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 25, 'min_samples_leaf': 1, 'n_estimators': 300}",0.27918170878459686,0.2996389891696751,0.2710843373493976,0.30120481927710846,0.26867469879518074,0.2839569106751917,0.013895824078597477,46
0.7308662891387939,0.1007260712383293,0.095440673828125,0.015598822531576254,balanced,gini,25,2,100,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 25, 'min_samples_leaf': 2, 'n_estimators': 100}",0.2996389891696751,0.296028880866426,0.26626506024096386,0.3060240963855422,0.26626506024096386,0.2868444173807142,0.017105177017980682,40
1.343241024017334,0.16581031097019983,0.1864710807800293,0.03449276571947805,balanced,gini,25,2,200,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 25, 'min_samples_leaf': 2, 'n_estimators': 200}",0.3020457280385078,0.2972322503008424,0.26987951807228916,0.3060240963855422,0.2674698795180723,0.2885302944630508,0.016467037520280906,27
2.0829226970672607,0.2008861319396341,0.19127769470214845,0.023345195588990682,balanced,gini,25,2,300,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 25, 'min_samples_leaf': 2, 'n_estimators': 300}",0.2996389891696751,0.2972322503008424,0.26987951807228916,0.3060240963855422,0.27349397590361446,0.2892537659663927,0.014673005962716182,13
0.6489628314971924,0.0780437563062702,0.10915088653564453,0.025846811849579213,balanced,gini,25,4,100,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 25, 'min_samples_leaf': 4, 'n_estimators': 100}",0.3020457280385078,0.29843561973525873,0.2674698795180723,0.3024096385542169,0.2746987951807229,0.28901193220535576,0.014880256592945356,22
1.2083037853240968,0.11144924806779162,0.13940706253051757,0.01039758180991596,balanced,gini,25,4,200,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 25, 'min_samples_leaf': 4, 'n_estimators': 200}",0.30445246690734057,0.29843561973525873,0.26867469879518074,0.3036144578313253,0.27710843373493976,0.29045713540080903,0.014732976823683231,5
1.883000421524048,0.13906843854087053,0.18820528984069823,0.01659520705268457,balanced,gini,25,4,300,"{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 25, 'min_samples_leaf': 4, 'n_estimators': 300}",0.30445246690734057,0.29843561973525873,0.26987951807228916,0.30481927710843376,0.27710843373493976,0.29093906311165235,0.01460316082342214,1
0.7775270462036132,0.05707416163907865,0.09428324699401855,0.014603087289371907,balanced,entropy,,1,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 100}",0.2996389891696751,0.29843561973525873,0.2710843373493976,0.30481927710843376,0.2710843373493976,0.28901251214243256,0.014794659118926154,18
1.2855900764465331,0.12318653788006974,0.17688603401184083,0.009017286627898434,balanced,entropy,,1,200,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 200}",0.27918170878459686,0.29843561973525873,0.2710843373493976,0.2987951807228916,0.26987951807228916,0.28347527293288677,0.012769699128018746,48
2.0908945560455323,0.058147164303832204,0.20956730842590332,0.013137840985815266,balanced,entropy,,1,300,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'n_estimators': 300}",0.2779783393501805,0.2996389891696751,0.26987951807228916,0.30120481927710846,0.2710843373493976,0.2839572006437302,0.013733443692237217,44
0.6897161483764649,0.039587541976700225,0.09562444686889648,0.013978549161541625,balanced,entropy,,2,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 2, 'n_estimators': 100}",0.29843561973525873,0.296028880866426,0.2674698795180723,0.30481927710843376,0.2674698795180723,0.2868447073492526,0.01607825462005779,37
1.2759317398071288,0.07719907206982145,0.1502079486846924,0.028937154340585126,balanced,entropy,,2,200,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 2, 'n_estimators': 200}",0.3020457280385078,0.296028880866426,0.26867469879518074,0.30481927710843376,0.26867469879518074,0.28804865672074575,0.0160720638530394,32
1.9642559051513673,0.12896941592365205,0.20541348457336425,0.02491588447750842,balanced,entropy,,2,300,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 2, 'n_estimators': 300}",0.3020457280385078,0.296028880866426,0.26867469879518074,0.3036144578313253,0.27349397590361446,0.28877154828701085,0.014740910863384128,24
0.6597567081451416,0.06258527550041858,0.12064733505249023,0.045726676230237163,balanced,entropy,,4,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 4, 'n_estimators': 100}",0.3008423586040915,0.2996389891696751,0.2674698795180723,0.30120481927710846,0.27349397590361446,0.2885300044945123,0.014867854948279264,30
1.2404839038848876,0.07980909576594175,0.16577916145324706,0.040974981225624714,balanced,entropy,,4,200,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 4, 'n_estimators': 200}",0.3056558363417569,0.2996389891696751,0.2674698795180723,0.30120481927710846,0.27590361445783135,0.2899746277528888,0.015296238062573912,11
2.1999552726745604,0.258710727017477,0.30922603607177734,0.13076386026504463,balanced,entropy,,4,300,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 4, 'n_estimators': 300}",0.3056558363417569,0.2996389891696751,0.26867469879518074,0.3024096385542169,0.27590361445783135,0.29045655546373217,0.015129103048044218,7
0.7135849475860596,0.08532432133865996,0.09502959251403809,0.016161864491862313,balanced,entropy,15,1,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 1, 'n_estimators': 100}",0.2996389891696751,0.29843561973525873,0.2710843373493976,0.3060240963855422,0.2710843373493976,0.2892534759978542,0.015057619693019464,16
1.3453029632568358,0.05208911582517474,0.26521787643432615,0.18616877866105,balanced,entropy,15,1,200,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 1, 'n_estimators': 200}",0.27918170878459686,0.29843561973525873,0.2710843373493976,0.3036144578313253,0.26506024096385544,0.28347527293288677,0.015102861483645012,48
1.9207703590393066,0.15497245504211243,0.21997060775756835,0.07218132987240772,balanced,entropy,15,1,300,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 1, 'n_estimators': 300}",0.2779783393501805,0.2996389891696751,0.26987951807228916,0.30481927710843376,0.26987951807228916,0.2844391283545735,0.014913701953111556,43
0.8327876091003418,0.1221658997482173,0.17971835136413575,0.07333483570626563,balanced,entropy,15,2,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 2, 'n_estimators': 100}",0.29843561973525873,0.296028880866426,0.2674698795180723,0.30481927710843376,0.2674698795180723,0.2868447073492526,0.01607825462005779,37
1.1756380081176758,0.06569471489752385,0.18378515243530275,0.07122192845959704,balanced,entropy,15,2,200,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 2, 'n_estimators': 200}",0.3020457280385078,0.296028880866426,0.26867469879518074,0.30481927710843376,0.26867469879518074,0.28804865672074575,0.0160720638530394,32
1.992043924331665,0.32293973763235523,0.1969933032989502,0.022580665371143033,balanced,entropy,15,2,300,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 2, 'n_estimators': 300}",0.3020457280385078,0.296028880866426,0.26987951807228916,0.30481927710843376,0.27349397590361446,0.2892534759978543,0.014666656582471,15
0.7546778678894043,0.10517338197927226,0.09979186058044434,0.021940979110486147,balanced,entropy,15,4,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 4, 'n_estimators': 100}",0.3008423586040915,0.2996389891696751,0.2674698795180723,0.3024096385542169,0.27349397590361446,0.2887709683499341,0.015079579223409753,26
1.5479103565216064,0.15655531632713837,0.21790809631347657,0.06504993443296145,balanced,entropy,15,4,200,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 4, 'n_estimators': 200}",0.3056558363417569,0.2996389891696751,0.26867469879518074,0.30120481927710846,0.27590361445783135,0.2902155916083105,0.014945283248754495,10
2.034050703048706,0.14762959490405286,0.19170622825622557,0.052850347274458274,balanced,entropy,15,4,300,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 4, 'n_estimators': 300}",0.3056558363417569,0.2996389891696751,0.26867469879518074,0.3024096385542169,0.27590361445783135,0.29045655546373217,0.015129103048044218,7
0.7124471187591552,0.1009621823377137,0.1035069465637207,0.02354115471355638,balanced,entropy,25,1,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 25, 'min_samples_leaf': 1, 'n_estimators': 100}",0.2996389891696751,0.29843561973525873,0.2710843373493976,0.30481927710843376,0.2710843373493976,0.28901251214243256,0.014794659118926154,18
1.4457901954650878,0.10495089752540687,0.17657742500305176,0.053639054107218594,balanced,entropy,25,1,200,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 25, 'min_samples_leaf': 1, 'n_estimators': 200}",0.27918170878459686,0.29843561973525873,0.2710843373493976,0.2987951807228916,0.26987951807228916,0.28347527293288677,0.012769699128018746,48
3.07855806350708,0.5619118395889607,0.4153460502624512,0.18940078974533653,balanced,entropy,25,1,300,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 25, 'min_samples_leaf': 1, 'n_estimators': 300}",0.2779783393501805,0.2996389891696751,0.26987951807228916,0.30120481927710846,0.2710843373493976,0.2839572006437302,0.013733443692237217,44
0.8510354518890381,0.2601405001583286,0.14569501876831054,0.1319157889044792,balanced,entropy,25,2,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 25, 'min_samples_leaf': 2, 'n_estimators': 100}",0.29843561973525873,0.296028880866426,0.2674698795180723,0.30481927710843376,0.2674698795180723,0.2868447073492526,0.01607825462005779,37
1.2878359317779542,0.08583653065661585,0.1646721839904785,0.01935620722778599,balanced,entropy,25,2,200,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 25, 'min_samples_leaf': 2, 'n_estimators': 200}",0.3020457280385078,0.296028880866426,0.26867469879518074,0.30481927710843376,0.26867469879518074,0.28804865672074575,0.0160720638530394,32
1.9483712673187257,0.1457033884398325,0.20406947135925294,0.030285924844909346,balanced,entropy,25,2,300,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 25, 'min_samples_leaf': 2, 'n_estimators': 300}",0.3020457280385078,0.296028880866426,0.26867469879518074,0.3036144578313253,0.27349397590361446,0.28877154828701085,0.014740910863384128,24
0.708165454864502,0.07125750243035235,0.10664587020874024,0.021928488895855955,balanced,entropy,25,4,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 25, 'min_samples_leaf': 4, 'n_estimators': 100}",0.3008423586040915,0.2996389891696751,0.2674698795180723,0.30120481927710846,0.27349397590361446,0.2885300044945123,0.014867854948279264,30
1.242559814453125,0.057191568236190225,0.15751662254333496,0.014398001724523957,balanced,entropy,25,4,200,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 25, 'min_samples_leaf': 4, 'n_estimators': 200}",0.3056558363417569,0.2996389891696751,0.2674698795180723,0.30120481927710846,0.27590361445783135,0.2899746277528888,0.015296238062573912,11
1.9466055393218995,0.12825947229637163,0.18887500762939452,0.011945537418237371,balanced,entropy,25,4,300,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 25, 'min_samples_leaf': 4, 'n_estimators': 300}",0.3056558363417569,0.2996389891696751,0.26867469879518074,0.3024096385542169,0.27590361445783135,0.29045655546373217,0.015129103048044218,7
